Gene ID	Description (SWISS PROT)	Description (Araport11)	xref_id	Hot_F1	Hot_F2	Hot_F3	Hot_F4	Hot_P1	Hot_P2	Hot_P3	Hot_P4
Locus_23318_Transcript_5/6	SNF1-related protein kinase regulatory subunit gamma-1	SNF1-related protein kinase regulatory subunit gamma 1	AT3G48530	11.59151001	31.34272654	16.32055556	16.03070202	5.180122779	7.023071754	5.639893952	4.817299168
Locus_4185_Transcript_7/14	Alpha-L-arabinofuranosidase 1	Profilin family protein	AT4G19400	16.7486772	31.33989299	12.6132535	15.01556068	11.94880179	15.17613458	8.901967403	9.768455974
Locus_1082_Transcript_1/6	Ceramide synthase 1 LOH3	LAG1 longevity assurance-like protein	AT1G13580	17.16646741	31.32273338	30.66062214	24.14870836	28.34575661	37.41983985	27.18147074	30.29972334
Locus_1360_Transcript_6/7	Diacylglycerol kinase 7	diacylglycerol kinase 7	AT4G30340	60.73840472	31.31834241	83.47207001	95.55865665	157.6382657	100.6474632	173.0318679	153.654071
Locus_37_Transcript_39/111	Transposon Tf2-8 polyprotein	retrotransposon Gag		29.26431306	31.31025653	49.22392937	31.1626773	47.54406442	54.31515145	46.51408691	40.64573934
Locus_131_Transcript_20/20	Serine/threonine-protein kinase D6PKL2	Protein kinase superfamily protein	AT2G44830	43.31599498	31.30894417	36.38583888	36.95080282	82.3790483	75.08676926	52.46211472	55.93470414
Locus_23262_Transcript_2/2	Ribulose bisphosphate carboxylase small subunit, chloroplastic 5	ribulose bisphosphate carboxylase small chain 1A		99.88025379	31.30682344	28.82154298	37.1785816	148.6742572	64.44495149	34.3044589	38.03331264
Locus_16920_Transcript_1/1	Transcription factor bHLH121	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	AT3G19860	33.09972029	31.29673904	32.72494067	35.74912514	75.03891283	73.55311357	61.59607966	71.11762594
Locus_17_Transcript_1/4	FYVE and coiled-coil domain-containing protein 1	retinal-binding protein	AT5G01010	38.06485624	31.29202481	41.72423338	42.29971128	63.32929621	49.96408445	59.9565776	55.63897689
Locus_340_Transcript_76/82	Importin-5	ARM repeat superfamily protein		27.87289771	31.26591426	8.471710591	20.83137965	11.51642199	35.32794871	15.41161602	17.70642545
Locus_15542_Transcript_7/7	Nuclear pore complex protein NUP43	Transducin/WD40 repeat-like superfamily protein	AT4G30840	40.09850471	31.26282803	43.33862113	40.77477058	51.89480017	46.76998438	48.91268123	51.42676421
Locus_2927_Transcript_17/28		hypothetical protein		60.07010836	31.25464426	44.69426812	56.46911789	65.10438178	44.09921447	56.5246741	64.17630231
Locus_403_Transcript_6/39	Protein DOUBLE-STRAND BREAK FORMATION	hypothetical protein	AT1G07060	24.79955005	31.24196127	32.65434796	37.44667689	34.49736424	23.11751736	33.99722191	30.15170668
Locus_815_Transcript_62/66	Agamous-like MADS-box protein MADS2	K-box region and MADS-box transcription factor family protein	AT3G02310	64.04446996	31.2339928	34.77628299	33.29623731	59.99613819	62.85244683	56.20272619	54.15110933
Locus_21689_Transcript_1/1	Transmembrane protein 230	transmembrane protein (DUF872)		36.33987777	31.22981495	29.46406591	30.67846884	23.25346552	25.31686075	22.79296233	24.24225162
Locus_17267_Transcript_6/10	Probable protein phosphatase 2C 33	Protein phosphatase 2C family protein	AT1G09160	47.89967596	31.22968761	38.2135568	38.39293487	43.51772614	35.42662935	37.30592621	38.23779322
Locus_1350_Transcript_5/9	B-box zinc finger protein 19	B-box type zinc finger family protein	AT4G38960	41.26828288	31.22469056	40.98744222	50.65987688	29.4740639	26.68262792	29.68712107	25.55252767
Locus_802_Transcript_3/15	Neutral/alkaline invertase 1, mitochondrial	Plant neutral invertase family protein	AT1G56560	27.42053879	31.22048488	40.29000248	42.96290453	16.9528502	16.49899909	13.47779411	15.46023012
Locus_5559_Transcript_5/5	Dof zinc finger protein DOF5.3	TARGET OF MONOPTEROS 6		22.99976709	31.19701419	30.46125682	32.03459151	15.64755729	21.04583629	14.98627271	22.08723665
Locus_175_Transcript_259/384	Sterol 3-beta-glucosyltransferase UGT80A2	UDP-Glycosyltransferase superfamily protein	AT5G24750	36.01020701	31.18396792	47.06010849	59.58446493	86.29783681	65.00740608	82.54203608	77.40914374
Locus_6964_Transcript_1/6	60S ribosomal protein L6, mitochondrial	ribosomal protein L6 family protein		33.18508245	31.17861662	41.81405271	39.7903986	43.78786529	42.13541707	52.32129818	53.4893358
Locus_7165_Transcript_7/10	Putative ankyrin repeat protein TV1425	Ankyrin repeat family protein		28.58365294	31.17633272	34.1601422	37.35822348	37.6424055	38.07805343	33.26270144	38.00760724
Locus_15436_Transcript_2/2	Ferroptosis suppressor protein 1	FAD/NAD(P)-binding oxidoreductase family protein	AT3G44190	41.54111672	31.16941955	42.21441421	40.20927851	51.00163215	45.09775862	41.24910867	42.85952249
Locus_4864_Transcript_2/8		transmembrane protein	AT1G64385	42.94753371	31.16845183	69.02973388	56.91298684	66.18931887	63.9260394	98.02940047	94.63720084
Locus_7739_Transcript_1/2	Transmembrane protein 256 homolog	hypothetical protein		21.65366706	31.16591894	20.74423428	20.86461136	17.34683117	22.15476163	14.16406668	16.01533912
Locus_17702_Transcript_1/9	RNA N6-adenosine-methyltransferase mettl16	methyltransferase	AT2G21070	36.06635894	31.15445206	30.58551083	31.46434957	32.51045337	34.33299159	29.76582981	32.91796479
Locus_7265_Transcript_2/2	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	golgin family A protein	AT1G51080	8.629134971	31.1372817	56.62242214	42.21831739	26.95690986	26.34202897	37.86872826	30.90441111
Locus_6251_Transcript_2/9	SAGA-associated factor 29 homolog A	SGF29 tudor-like domain-containing protein		40.9213421	31.13033238	33.35737715	35.08665961	45.95085743	38.15992237	29.7486358	28.55915863
Locus_1048_Transcript_15/26	Tyrosine-protein kinase receptor Tie-2	aminophospholipid ATPase 1		24.9096981	31.11563685	34.65302295	29.32340801	42.18931111	46.50073724	53.48631435	43.30172593
Locus_5337_Transcript_4/4	Splicing factor SF3a60 homolog	splicing factor-like protein	AT5G06160	40.0666967	31.11352213	36.24155996	39.81912636	50.15698732	43.32666753	45.80721425	50.11224305
Locus_4487_Transcript_8/13	Protein ALTERED PHOSPHATE STARVATION RESPONSE 1	DNA-directed RNA polymerase subunit beta%2C putative (DUF630 and DUF632)	AT4G35240	46.64488057	31.11208644	38.59982089	41.97920822	77.25541609	74.72716424	66.48451995	69.02552551
Locus_23299_Transcript_3/8	Sulfate transporter 1.3	sulfate transporter 1%3B3	AT1G22150	41.58171939	31.09739925	41.97350364	35.43086638	77.49228753	74.4134319	54.36425807	62.42224319
Locus_1180_Transcript_5/12	Basic 30 kDa endochitinase	basic chitinase	AT3G12500	23.26714698	31.07320009	23.48736273	27.46923852	89.262279	41.082456	27.28293627	32.63110788
Locus_2896_Transcript_4/7	Cullin-3B	cullin 3B	AT1G69670	34.25333893	31.06930982	31.31657947	31.06156626	34.64575072	36.15925313	36.02161689	37.81574304
Locus_1550_Transcript_5/7	Outer envelope pore protein 24B, chloroplastic	outer envelope pore 24B-like protein		25.31674218	31.06610015	28.72023256	20.97761608	20.99779479	21.88097462	17.08740708	15.81399915
Locus_17750_Transcript_7/9	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1	diphthamide synthesis DPH2 family protein	AT5G62030	35.57055712	31.06223963	24.60072035	22.63543644	30.45275095	30.5109796	25.95034058	25.60794156
Locus_7743_Transcript_16/16	Glucan endo-1,3-beta-glucosidase 6	O-Glycosyl hydrolases family 17 protein	AT5G58090	23.8348478	31.06152181	24.47831565	25.3532685	50.27809283	54.03900561	36.67376725	36.03886539
Locus_1402_Transcript_35/36	Diphosphomevalonate decarboxylase MVD2, peroxisomal	GHMP kinase family protein	AT3G54250	28.84209055	31.03830015	41.49281455	55.19601797	14.81697165	23.79196984	31.09487418	33.81919635
Locus_4273_Transcript_4/10	Conserved oligomeric Golgi complex subunit 2	oligomeric golgi complex subunit-like protein	AT4G24840	32.59037508	31.01885916	35.65968794	35.15726628	55.52269305	50.34282595	49.89718636	46.92750722
Locus_3604_Transcript_16/33	DNA cross-link repair protein SNM1	DNA repair metallo-beta-lactamase family protein	AT3G26680	154.0278928	30.99869136	41.88059443	77.79064827	85.94472526	51.49026587	53.8128977	59.23188898
Locus_9208_Transcript_1/5	Mediator-associated protein 2	mediator-associated protein	AT5G64680	29.28856871	30.99784854	34.30499482	36.42106207	32.56813081	33.17697015	34.95095027	37.71376192
Locus_951_Transcript_16/20	Protein S-acyltransferase 8	DHHC-type zinc finger family protein	AT4G24630	38.60937412	30.99610752	38.99000344	41.91392637	34.52291331	35.6570123	38.42288629	38.51860183
Locus_10639_Transcript_6/7	F-box protein FBW2	F-BOX WITH WD-40 2	AT4G08980	15.30411243	30.96816435	15.21163394	14.56584941	15.99199098	19.41390813	11.81642776	13.27584562
Locus_4376_Transcript_22/24	1-phosphatidylinositol-3-phosphate 5-kinase FAB1B	phosphatidylinositol-4-phosphate 5-kinase family protein	AT1G34260	31.82540714	30.96792725	36.85353948	34.72967782	36.28752152	36.01593075	38.49342819	38.95674898
Locus_21030_Transcript_1/9	BTB/POZ and MATH domain-containing protein 3	BTB/POZ/MATH-domains containing protein	AT2G39760	24.67892317	30.96773669	26.64023545	30.26349145	33.25092391	29.17609044	26.92928238	28.93140922
Locus_20804_Transcript_4/4	Squalene synthase 2	squalene synthase 1	AT4G34640	44.34385988	30.95614776	35.43357602	46.95457986	28.94417335	24.95935441	27.41304801	23.62641471
Locus_6082_Transcript_2/9	Growth-regulating factor 4	growth-regulating factor 4		22.05389161	30.95513772	26.63404786	22.48228183	11.2220925	13.19647848	15.79774887	17.55664895
Locus_5104_Transcript_2/4	Protein-L-isoaspartate O-methyltransferase	protein-l-isoaspartate methyltransferase 1	AT3G48330	27.90469612	30.95453083	31.32532567	31.46942655	43.94974418	53.69715917	48.08093065	50.92066657
Locus_4792_Transcript_1/3	Membrane magnesium transporter	membrane magnesium transporter-like protein		23.63187592	30.95004372	37.61249837	37.07014079	29.92752543	32.04908444	42.85577723	34.32531695
Locus_2283_Transcript_1/11	Probable pectinesterase 15	Pectin lyase-like superfamily protein	AT2G36710	2.565024274	30.939453	10.79925119	7.760788968	0.725923117	0.267555467	0	0
Locus_17916_Transcript_3/3	Probable glucan 1,3-alpha-glucosidase	Glycosyl hydrolases family 31 protein	AT5G63840	25.74925859	30.92937261	40.34356813	35.84397211	37.60529146	26.1831172	36.73457185	33.85242172
Locus_4433_Transcript_7/8	S phase cyclin A-associated protein in the endoplasmic reticulum			24.29445763	30.9168861	33.98913273	32.08415438	31.92458384	34.07354376	30.36062485	31.3239298
Locus_5786_Transcript_2/5	F-box only protein 6	Galactose oxidase/kelch repeat superfamily protein	AT1G27340	33.55757313	30.91126733	26.00678499	29.5963786	7.276863701	7.791650896	6.462801433	6.980614296
Locus_1614_Transcript_18/19	Gamma-glutamyl hydrolase 2	gamma-glutamyl hydrolase 2	AT1G78680	34.18393649	30.89701247	36.87103645	40.72424387	54.70371724	64.11942249	46.49204583	43.98716971
Locus_4333_Transcript_1/2	Acyl carrier protein 1, chloroplastic	acyl carrier protein 4		13.98582496	30.89652828	32.06491528	30.10106977	17.39321794	22.00569284	28.77032363	20.91214177
Locus_4004_Transcript_3/9	Polycomb protein mes-6	Expp1 protein	AT3G44150	32.3063649	30.89145467	44.0249697	42.12569195	73.56509309	78.20057504	85.34582398	89.50261041
Locus_15702_Transcript_3/14	CBS domain-containing protein CBSCBSPB5	CBS/octicosapeptide/phox/Bemp1 domain protein	AT5G63490	41.11430054	30.89025658	35.3371408	39.43916491	32.29511458	31.53816529	29.99404185	32.51324545
Locus_2690_Transcript_22/22	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1A	Ribophorin I	AT1G76400	21.66333547	30.88987638	32.60348601	29.26727734	35.31239043	40.80301808	43.46216826	35.95978092
Locus_2297_Transcript_23/24	Transcriptional corepressor LEUNIG_HOMOLOG	LEUNIG-like protein	AT2G32700	42.12882779	30.87947576	49.33202369	43.79454037	62.80758382	62.71201673	59.92930166	75.87504262
Locus_322_Transcript_9/10	Serine/threonine-protein kinase BSK2	BR-signaling kinase 2	AT5G46570	23.6476979	30.87755336	35.96990933	31.20586643	68.42074776	69.1493874	53.96696812	50.85423804
Locus_16927_Transcript_6/16	Protein REBELOTE	Noc2p family	AT3G55510	26.70509483	30.87648173	41.53687077	36.49703196	62.87626269	55.06950779	67.70263368	61.51627875
Locus_20803_Transcript_2/2	Probable N6-adenosine-methyltransferase MT-A70-like	mRNAadenosine methylase	AT4G10760	33.88168917	30.87482906	35.97808479	36.67949698	50.11273905	39.82474587	35.16871907	36.1856478
Locus_6451_Transcript_4/4	RNA-binding protein pno1	RNA-binding KH domain-containing protein		19.42600984	30.87154386	29.60965756	31.48382013	52.95638171	52.97368185	43.17067579	38.10418201
Locus_12797_Transcript_3/3	L-galactono-1,4-lactone dehydrogenase 2, mitochondrial	L-galactono-1%2C4-lactone dehydrogenase	AT3G47930	24.46227638	30.86023935	27.26256108	25.24971038	41.65065522	37.72415894	38.7126024	34.0023529
Locus_2065_Transcript_3/5	Putative protease Do-like 14	Trypsin family protein with PDZ domain-containing protein	AT5G27660	34.23482882	30.86013556	47.42706286	41.72477532	41.77516753	28.47142675	47.55634756	49.7876565
Locus_10856_Transcript_1/3	VQ motif-containing protein 11	VQ motif-containing protein		40.91410737	30.85946201	24.82559352	40.43110806	28.99980047	36.85679314	34.69428999	21.97334455
Locus_7016_Transcript_4/4	Vacuolar protein sorting-associated protein 2 homolog 2	SNF7 family protein	AT5G44560	32.71122154	30.85775501	40.59573198	43.22412213	49.08312227	35.24094576	69.85712378	49.56299443
Locus_15941_Transcript_4/4	Heptahelical transmembrane protein 3	heptahelical protein 3	AT2G24150	22.52986275	30.83241042	45.83085589	44.10970668	36.58677942	38.47530205	44.75990018	45.65588941
Locus_5310_Transcript_1/9	Putative dihydroflavonol 4-reductase	NAD(P)-binding Rossmann-fold superfamily protein	AT4G33360	38.56459269	30.83097846	46.28999224	51.04918614	30.7775281	33.14726201	28.80889518	31.13807918
Locus_18910_Transcript_3/4	Phosphoglycerate kinase, chloroplastic	Phosphoglycerate kinase family protein	AT1G56190	33.79931493	30.81286723	28.98930119	27.38969215	43.19474714	39.83298129	41.13218991	32.65822053
Locus_20849_Transcript_1/2	GDSL esterase/lipase At5g03610	GDSL-like Lipase/Acylhydrolase superfamily protein	AT5G03610	12.75100636	30.79789813	72.52642832	64.81675531	3.361317436	2.281525627	2.914724552	1.709967782
Locus_21786_Transcript_4/4	Dihydroceramide fatty acyl 2-hydroxylase FAH1	fatty acid hydroxylase 1	AT2G34770	20.16773499	30.79654266	34.54553638	31.28894727	38.00659063	48.67165805	50.41869179	37.00828435
Locus_2527_Transcript_3/8	Acetolactate synthase 1, chloroplastic	chlorsulfuron/imidazolinone resistant 1	AT3G48560	34.84631718	30.78614163	40.38480917	36.41456249	68.44453696	65.7252546	55.29748623	56.03489691
Locus_2408_Transcript_13/23	DEAD-box ATP-dependent RNA helicase 8	RNAhelicase-like 8	AT4G00660	25.76287684	30.78208791	33.80744467	34.22494381	27.34140942	30.2157668	33.7383831	26.59764582
Locus_20835_Transcript_2/2	54S ribosomal protein L24, mitochondrial	Ribosomal L28 family	AT4G31460	34.06024081	30.77687612	35.31936314	36.72225457	32.68695214	27.18976605	33.63849877	30.19384744
Locus_2248_Transcript_1/4	Delta-1-pyrroline-5-carboxylate synthase	delta 1-pyrroline-5-carboxylate synthase 2	AT3G55610	38.38397162	30.76345628	36.1095088	30.59991341	21.86747233	21.93341029	32.46104739	34.75832614
Locus_4142_Transcript_4/8	Tetratricopeptide repeat protein 1	Tetratricopeptide repeat (TPR)-like superfamily protein	AT4G30480	36.0801198	30.75366034	31.55086553	35.50230593	55.96485877	42.11956444	36.17884379	38.17349652
Locus_24_Transcript_305/1190		hypothetical protein		46.13017065	30.73764113	46.80822706	56.89725322	216.3166195	105.0942237	111.7009604	119.0307301
Locus_7201_Transcript_3/7	3-hydroxyisobutyryl-CoA hydrolase-like protein 3, mitochondrial	ATP-dependent caseinolytic (Clp) protease/crotonase family protein	AT4G13360	22.99817847	30.73590986	27.38785623	25.73885346	27.57797921	31.53863216	27.27870207	26.63414364
Locus_19297_Transcript_1/1	Rac-like GTP-binding protein 2	RHO-related protein from plants 9		33.95418277	30.70997863	33.52596899	30.13403374	24.95527017	11.43471899	17.82642678	16.37939553
Locus_6821_Transcript_3/12	UDP-N-acetylmuramate--L-alanine ligase	nucleoporin protein Ndc1-Nup protein	AT1G73240	36.38985575	30.70114403	44.22340451	40.92888615	38.60982714	40.39157957	46.98070664	40.71370637
Locus_21055_Transcript_2/4	Peptidyl-prolyl cis-trans isomerase FKBP20-1	FKBP-like peptidyl-prolyl cis-trans isomerase family protein		35.50534983	30.69993111	37.30801588	34.93271397	50.86782613	64.341438	53.71672587	53.62401294
Locus_1593_Transcript_4/6	Tropinone reductase homolog At5g06060	NAD(P)-binding Rossmann-fold superfamily protein	AT5G06060	13.44660611	30.69526884	19.55319823	17.61422957	25.37835147	47.69804666	35.05762827	33.21862063
Locus_2005_Transcript_13/45	26S proteasome non-ATPase regulatory subunit 2 homolog A	26S proteasome regulatory subunit S2 1A	AT2G20580	26.10938914	30.68307593	35.10050216	32.51261361	38.47239082	36.26460339	37.88151422	36.52058457
Locus_15585_Transcript_4/4	Putative clathrin assembly protein At5g35200	ENTH/ANTH/VHS superfamily protein	AT5G35200	52.06439996	30.67140579	50.12671402	50.23440389	52.6040834	40.51086241	48.22595875	41.55178065
Locus_17666_Transcript_1/8	Methyl-CpG-binding domain-containing protein 8	methyl-CPG-binding domain 8	AT1G22310	30.30864138	30.65042572	28.32034756	33.12498011	22.60167262	24.27881622	25.59136627	29.07326287
Locus_3980_Transcript_4/9	L-ascorbate oxidase homolog	SKU5 similar 17	AT5G66920	14.43819307	30.60382998	50.18193194	58.36693392	6.199882189	2.576606993	3.726718017	5.260391585
Locus_15682_Transcript_3/3	Adenylosuccinate synthetase, chloroplastic	adenylosuccinate synthase	AT3G57610	24.62749035	30.60221992	28.29858937	25.82715201	35.5089178	33.76495218	29.00558183	28.80285011
Locus_3625_Transcript_8/65	Putative ribonuclease H protein At1g65750	Polynucleotidyl transferase%2C ribonuclease H-like superfamily protein		52.63985752	30.60073042	41.55949125	49.69843821	102.0917876	72.88331533	92.47988149	88.25214891
Locus_1536_Transcript_12/108	Protein ABIL3	ABL interactor-like protein 3	AT5G24310	70.14405495	30.56458767	51.81427432	53.59490066	63.80144146	35.90279028	49.78098239	59.27685751
Locus_4931_Transcript_12/12	Protein transport protein SEC23	Sec23/Sec24 protein transport family protein	AT4G01810	35.98418553	30.55618729	29.0851157	30.06782415	34.87104078	39.72729239	37.72311213	36.77746526
Locus_5163_Transcript_7/7	Transmembrane 9 superfamily member 10	Endomembrane protein 70 protein family	AT5G10840	13.87741737	30.54667393	22.11441108	22.07885268	20.45322151	15.04838704	18.33186205	13.25762524
Locus_8622_Transcript_4/4	K(+) efflux antiporter 2, chloroplastic	K+ efflux antiporter 2	AT4G00630	39.38337269	30.54299183	36.73112732	38.99450802	58.09556672	54.28529911	56.31717898	61.61559007
Locus_2532_Transcript_4/7	Inositol polyphosphate multikinase beta	inositol polyphosphate kinase 2 beta	AT5G61760	25.16412306	30.54020211	36.76593761	33.49556535	33.21119042	30.56800096	42.60798125	39.66397376
Locus_10454_Transcript_15/15	Proline racemase	transmembrane protein%2C putative (Protein of unknown function%2C DUF538)	AT3G07470	32.50320944	30.52496798	42.46022384	53.64679575	108.6211527	201.5325529	145.9098176	112.6590696
Locus_7595_Transcript_1/4	Uncharacterized protein At4g28440	Nucleic acid-binding%2C OB-fold-like protein		22.1926441	30.51989885	29.90455529	25.01425524	22.66741606	24.4789108	26.86268721	22.22342738
Locus_4190_Transcript_8/9	DExH-box ATP-dependent RNA helicase DExH3	DEA(D/H)-box RNA helicase family protein	AT1G48650	24.1920444	30.51714613	33.76906582	31.31336297	28.25427176	30.37510974	30.59019637	28.34451584
Locus_8537_Transcript_9/9	Histone-lysine N-methyltransferase ATX5	SET domain group 29	AT5G53430	33.56428076	30.51667863	29.13773312	29.88595854	36.67984173	33.46828947	30.97288449	32.75812101
Locus_4896_Transcript_2/5	BRCA1-A complex subunit Abraxas 1	BRISC complex subunit Abro1-like protein	AT3G08780	29.05952902	30.49641234	34.52322356	35.84467952	83.11732111	74.46682113	76.39771127	78.39144776
Locus_257_Transcript_1/5	Beta-galactosidase 15	beta-galactosidase 15	AT1G31740	7.169665445	30.49335169	39.48052232	33.79259787	0.720553914	1.356937169	0.93991508	0
Locus_15587_Transcript_1/3	SNF1-related protein kinase regulatory subunit beta-2	SNF1-related protein kinase regulatory subunit beta-2	AT4G16360	25.52643696	30.48807594	30.70204496	30.44662972	21.88785725	18.05285776	20.40264656	19.66161327
Locus_6988_Transcript_3/12	CASP-like protein 1C2	Uncharacterized protein family (UPF0497)	AT4G25040	7.139148101	30.48286653	7.684791416	6.075462719	0.105457423	1.407592287	2.989631503	1.171434146
Locus_7181_Transcript_12/12	DEAD-box ATP-dependent RNA helicase 13	P-loop containing nucleoside triphosphate hydrolases superfamily protein	AT3G16840	27.72263097	30.47944935	38.81024928	35.77370163	43.45001498	49.57811623	49.35944575	48.25694681
Locus_21241_Transcript_1/2	Serine incorporator 3	Serinc-domain containing serine and sphingolipid biosynthesis protein	AT3G06170	37.33885909	30.47848057	35.21610025	38.56115386	45.08818344	36.14745323	36.13522463	36.70926171
Locus_4969_Transcript_12/16	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	Ssu72-like family protein		20.94242392	30.46180855	32.07804351	32.73128794	21.99884491	28.31530171	33.84092447	28.39174276
Locus_2593_Transcript_6/9	Protein BOLA2	BolA-like family protein		48.77454766	30.45437956	35.02412041	28.06773996	40.35778454	29.86286311	30.09815316	24.83593159
Locus_8002_Transcript_1/9	Protein SUPPRESSOR OF QUENCHING 1, chloroplastic	NHL domain-containing protein	AT1G70280	22.39880586	30.44406866	50.277286	47.19040431	112.478848	88.42206767	90.8718898	100.2699687
Locus_6444_Transcript_1/4	Pentatricopeptide repeat-containing protein At1g10270	BSD domain-containing protein	AT3G49800	31.36619801	30.42218283	31.79331858	31.91304042	52.43387354	44.454912	40.24510488	43.647098
Locus_16289_Transcript_2/3	WD repeat-containing protein DWA2	Transducin/WD40 repeat-like superfamily protein	AT1G20540	24.21017626	30.41351116	32.79112084	29.09952886	34.30389851	34.86494716	32.01173364	28.55715693
Locus_6478_Transcript_4/12	Cytochrome c-type biogenesis ccda-like chloroplastic protein 2	cytochrome c biogenesis protein family	AT5G54290	31.88743302	30.41202401	44.23946616	51.33943697	26.09246016	24.16148734	33.10272221	29.94423176
Locus_1033_Transcript_19/19	Eukaryotic translation initiation factor 2A	Eukaryotic translation initiation factor eIF2A family protein	AT1G73180	26.79952833	30.40799624	40.55018513	34.5774129	29.10388963	23.37395227	35.87778244	39.22115484
Locus_299_Transcript_1/1	Coatomer subunit zeta-2	SNARE-like superfamily protein	AT3G09800	31.74595951	30.399964	32.01425076	36.65901603	40.5273527	41.14111846	40.63403846	39.88090984
Locus_19_Transcript_8/11	Pyrroline-5-carboxylate reductase	pyrroline-5- carboxylate (P5C) reductase	AT5G14800	25.73255265	30.39632949	30.45280328	28.01718574	36.23499865	55.86452496	41.01639269	41.36008268
Locus_563_Transcript_1/9	Probable chromo domain-containing protein LHP1	like heterochromatin protein (LHP1)		35.24166672	30.39210789	32.56933843	36.55065844	65.49798407	54.3380269	55.77191494	57.77294966
Locus_5044_Transcript_6/6	Probable beta-1,3-galactosyltransferase 14	Galactosyltransferase family protein	AT1G53290	22.1194841	30.39062829	31.52781478	28.62717162	25.98213307	23.61641388	26.06077026	21.33569746
Locus_3079_Transcript_10/15	Zinc finger CCCH domain-containing protein 46	Zinc finger C-x8-C-x5-C-x3-H type family protein	AT1G75340	42.41971948	30.364877	41.45922108	40.62967528	53.37723917	43.87635515	51.0697473	56.75776454
Locus_8860_Transcript_7/7	Aspartokinase 1, chloroplastic	aspartate kinase 1	AT5G13280	22.71934063	30.35637763	24.97710942	22.8401383	35.25334727	29.28887943	25.52948197	24.5304082
Locus_1450_Transcript_8/12	SCAR-like protein 1	SCAR homolog 2	AT2G38440	32.80894282	30.34638131	33.45424885	32.6137501	60.35105722	58.4636452	47.1905279	53.07869753
Locus_17491_Transcript_2/4	Protein RALF-like 33	ralf-like 33		46.81664489	30.33454198	50.39049702	63.89482361	30.3812388	52.7302632	23.6462116	21.7627349
Locus_5148_Transcript_13/15	Dual specificity protein phosphatase PHS1	dual specificity protein phosphatase family protein	AT5G23720	22.14955089	30.32830911	33.18047166	38.13426652	30.83251633	31.07846937	30.68627142	31.55907256
Locus_212_Transcript_3/5	Pre-mRNA-splicing factor SYF1	Tetratricopeptide repeat (TPR)-like superfamily protein	AT5G28740	26.64188315	30.32422694	23.84870049	23.32116279	23.60785496	25.48656776	25.14610249	25.90697685
Locus_20713_Transcript_2/8	Caffeoyl-CoA O-methyltransferase	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein		38.33824252	30.32244658	40.95738909	43.18676171	85.33392655	102.7057445	104.3989365	107.7717424
Locus_21164_Transcript_3/8	Chaperone protein ClpB1	heat shock protein 101	AT1G74310	24.82946757	30.32062941	19.91775765	20.46135112	32.9097819	47.86294794	34.67346134	28.60885918
Locus_1558_Transcript_2/7	Putative H/ACA ribonucleoprotein complex subunit 1-like protein 1	H/ACA ribonucleoprotein complex%2C subunit Gar1/Naf1 protein		44.89647344	30.31634636	57.48166983	56.50552626	65.93031968	45.75306364	125.7499177	99.80485403
Locus_4846_Transcript_8/30	Photosystem II 22 kDa protein, chloroplastic	Chlorophyll A-B binding family protein	AT1G44575	29.31585066	30.300346	33.02371098	37.90856857	38.55536282	60.93244081	45.20502966	35.88315079
Locus_2212_Transcript_3/3	FT-interacting protein 3	C2 calcium/lipid-binding plant phosphoribosyltransferase family protein	AT4G11610	34.74120327	30.27125035	30.14971374	32.11134018	42.40946088	42.67685282	25.03574889	24.42830865
Locus_22921_Transcript_3/4	Lamin-like protein	early nodulin-like protein 20		28.0445888	30.26946	35.22152292	31.8163755	71.87267274	95.43941537	76.80869079	63.54509682
Locus_5273_Transcript_10/15	ABC transporter G family member 22	ABC-2 type transporter family protein	AT5G06530	80.46576463	30.26679417	71.12223999	103.6702762	11.02606703	6.462286238	6.134712519	6.109038756
Locus_527_Transcript_34/34	Vicilin-like seed storage protein At2g28490	RmlC-like cupins superfamily protein	AT2G28490	0	30.25227914	2.846668485	0.431499136	0	1.703722526	0	0
Locus_1387_Transcript_4/11	EPIDERMAL PATTERNING FACTOR-like protein 6	allergen-like protein	AT2G30370	43.32912559	30.22621927	39.48729632	33.53554295	40.68299394	37.70408667	37.45480575	39.78504673
Locus_2266_Transcript_10/12	Increased DNA methylation 1	Acyl-CoA N-acyltransferase with RING/FYVE/PHD-type zinc finger protein	AT3G14980	19.81653008	30.21267933	34.80033047	30.083111	24.59912157	21.78159733	27.3739795	27.29796887
Locus_14357_Transcript_9/9	Probable alpha-amylase 2	alpha-amylase-like 2	AT1G76130	45.91986639	30.19388852	43.70898845	37.73046722	65.45120703	54.26586236	45.182946	51.20286204
Locus_15573_Transcript_3/4	Beta carbonic anhydrase 5, chloroplastic	beta carbonic anhydrase 5	AT4G33580	26.6772174	30.18142595	26.02132099	27.56867854	18.21984771	11.40483809	17.66657064	14.75752668
Locus_23229_Transcript_2/2	Splicing factor 3B subunit 1	splicing factor	AT5G64270	30.05675735	30.16979367	35.55176077	35.82510159	55.59911933	50.02999517	46.72809999	50.73711132
